%
%Supervised learning for a 3D
%objective function
%
%

@RELATION 'project2'

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC

@DATA
65.76618192313641,20.80890695686729,7.605532102060504
58.91834860413689,50.093277844593615,8.147917466529316
94.53259056756664,19.870428142172788,8.27413566606603
85.4380191991683,64.45516962367503,10.276985311102399
9.844942845380464,56.390434812345234,9.082522198273393
96.16051638478797,20.142051859496327,8.237320192779606
34.47615371248757,65.16445699084326,9.279909956761117
87.95063878775557,7.045421052302394,7.983518502029891
25.534595055733746,48.95982497439447,7.135503571968131
44.05872655936794,52.02590877765672,9.40581203505767
3.3420483984255296,16.989251152215576,4.726212260767458
49.10231597973501,90.56701202042017,9.195964420136228
16.25017916036196,22.5774316216958,7.651007036438613
60.62324268008492,42.38415516927953,9.27847149967832
3.855874084024255,14.412419906343947,6.378416417280625
79.13554752855377,86.15600904189094,8.624803564570954
6.556836668461343,88.0689895670007,7.98502094569867
91.04222723655718,25.160375840862525,10.070271446364476
71.17044519565908,71.16202582501852,8.423651183160848
45.58871325249534,64.60397003296727,8.395704735137384
94.75223604189424,62.38546684682998,8.465298991341117
35.567536677010565,26.239802393176802,6.7330609368744625
69.37422405132365,30.005869362302647,7.934086797920061
27.076439055567512,58.730825671041345,9.010935547897374
12.554342739585103,51.55028549616448,6.952543904507656
76.78588607640019,18.32314487745684,8.335417318900598
16.1119551987245,59.15271093298302,7.862340018447076
10.599597934457014,29.35742351484826,6.880584799294782
70.07838157762237,15.143081322187756,9.138641244067708
84.9888526347171,63.45645019474584,8.987350910720789
1.5437559734838215,49.387317186105534,6.818751506232864
96.68750558421581,38.0913260951795,9.663396806000664
76.46333749603558,6.91891348137697,9.493542014973075
10.849522121059229,46.89143164839673,8.747765907516163
96.37375242152746,57.97506898017073,8.713085650180531
66.19449712348055,99.87631367976986,9.400961574618886
24.55043159073375,66.77409634606117,7.52954371359231
69.64641498056953,43.54582557735496,9.811075682564496
7.355601279793942,50.680768365934966,6.8880701444586245
26.2519968025457,68.83031688618266,9.596999721007156
21.525936976022354,43.299691832651654,7.0258908074960384
84.21331032864934,90.49858604654351,10.041614477007679
81.30092554332035,35.26764597609245,8.931631674510665
37.10135978118628,25.772750566661987,7.5633515165779945
50.08160770478075,28.10527492920805,8.636651000674188
29.911522349419975,80.31566380047018,8.546235928844345
75.51237150813719,39.14516341740453,8.501633192802338
7.321343926538666,86.60488282266208,8.307381080453865
72.74999261395587,16.62773511058355,7.625619485192136
43.65748150416054,36.15594228620042,9.045728195348698
2.584431410164702,36.173805009352904,6.718683349728376
86.65720417860703,13.276551839309386,9.9074168180171
64.30843581375962,56.41440663629513,8.633156570529707
55.261838176823154,66.12757860648173,9.84364326417327
52.79544636164782,21.716152570806113,7.967565286652272
91.38070031878193,37.501962858605964,8.621730814270192
74.46366164951547,7.549515271633014,9.455267945557178
33.08114530028906,54.066281483677535,8.853882997434734
33.338064638369914,98.32390449333026,8.35445622880122
14.050709283340574,12.883765196146896,6.892168495249237
