%
%Supervised learning for a 3D
%objective function
%
%

@RELATION 'project2'

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC

@DATA
41.54912661926492,16.95904630932916,6.607873869634815
65.77501286477263,49.454760533165256,8.116646377550872
70.15554229291695,47.0273212062602,7.888451928387287
41.740979728085385,68.03333214599944,7.798769658128471
96.21337670080234,38.68417223597878,9.69705328269566
23.042794322842255,18.871017918424325,7.768330517627193
1.0860660921090286,17.972041136423904,6.177027502837262
24.217066217445016,5.458351624575512,7.18209420399326
3.379558888840779,87.26146330164767,8.341428989413927
51.94221203928856,31.86910443023078,7.247211992019139
47.77292340685621,6.422526216857086,7.1747352136700755
18.788572439248313,6.170732994486307,5.866007628172629
97.4027074176384,61.531100038782235,9.581098803922806
4.2768740982909454,60.774139437061876,8.881516823578147
87.86496187106077,67.21560097664587,10.302861790402918
52.29477160990145,79.52710431061371,9.273504828519819
78.68628014725843,26.09309857085824,9.239696193101075
73.67676520002601,19.751104529755896,9.316332885646867
11.884267270889794,46.27525393674626,8.203350347675668
56.695004341847095,2.3491992070264263,7.095788919362284
14.305164528696038,15.875044179922313,5.9235224644544795
38.61018984173445,67.00066623192211,9.012945244445568
34.901729012645134,82.43132508170186,8.933066178304667
34.78645140189457,54.926893391277176,7.93937692493296
34.04463134850987,67.36778306637709,9.633952671856822
45.420600819852034,35.43530877598194,8.716605368440216
69.76970598120369,24.216137759300878,7.799731703426264
60.12064505291664,1.656558203437348,8.370329174134106
30.401190367741417,84.05222916689729,9.024624111270322
41.108904447689,83.58796728714137,8.79093617799102
25.362420297313204,94.67306662616765,8.245758420952765
40.254243777369105,7.398922882702049,8.375159204396319
5.027966038029074,76.00527169691036,9.436908262525455
81.21539434690618,94.073864444387,10.111088301723917
48.17518859696123,44.56702138499481,7.668696071413477
98.36033093632835,37.22448968826147,8.365659886766588
86.97721717572647,49.56050574078466,8.559363810297302
70.62572940950443,83.10680768473364,10.107973443510799
16.27432765533836,16.283525032471324,6.968269795248678
