%
%Supervised learning for a 3D
%objective function
%
%

@RELATION 'project2'

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC


@DATA
35.81800782416207,62.27878386257878,9.0872058509152
40.25303486252441,47.969802386301474,9.269241621810679
6.08012720451845,23.89051519918809,6.979990136080298
21.501258562899068,86.29378108960688,8.934876369013475
83.13934846239896,41.62074133605033,8.118259703730137
63.629198870981476,37.789194509527476,9.40646139928648
21.160821866279495,62.089934248388666,7.425160113588519
43.92993908026194,18.491153920504,6.903580919980187
81.72539198215624,38.57253181820729,8.287407262774371
88.88678571058338,30.927214449606648,9.482741870847018
91.48976930176447,78.54835445952308,9.899037750700767
2.6730434172279187,94.59120762012672,9.848395022094929
8.32844130265564,29.30349904637091,6.046581420483867
25.60926763105969,48.64014562932855,8.304674116210954
85.65503719698592,93.55129136278298,10.67319223332621
93.52332897159793,46.70628577279828,8.626664629307525
28.372068756456887,16.673329918109765,6.241727288346812
41.931883980155554,83.53302287179514,8.232072647184221
95.30723955733329,74.502336608007,9.363871328905548
80.7069163839183,58.29738444007611,8.983070420119603
2.275675830267089,85.18380071340829,9.581275896237953
25.11232155616298,8.49598428170336,6.054965613038192
2.3028048983665252,50.78433713664341,7.765365330639103
46.08861323663865,93.37881404940927,9.6404158578081
33.15057466089941,37.25015425331948,6.818964184112612
96.62460585629137,43.31146137331731,10.026858505009606
28.186890215910182,11.596992401055948,6.502451018833002
39.331376629379406,84.98280058843213,8.244544923018749
43.022318083308626,48.087407375307926,8.982456377549669
46.3102897774409,48.793995427114034,8.095842397425969
45.385666792594236,15.901179602544325,7.34674159477772
22.359825865587904,44.465524919602174,6.863677037731319
5.523789556303183,57.834210159362755,7.442339930785792
79.98083627027324,73.17689308230186,8.80697063269031
39.563557006764256,10.946622439060336,6.556188248251193
10.930511054456206,33.59013909284298,6.30570965484885
46.60618870507924,4.846285552981709,8.261182723638305
4.737633977219144,56.00258130015535,7.131241937758578
94.32129518230279,47.90478925344938,8.699279842351812
72.26391206620166,64.06711793987124,10.045599323571082
81.49245597992787,40.35188333869094,9.249123868101965
64.38832882212864,94.34274773915497,9.118817047306536
39.84618658858234,87.98333716634939,10.133846069684646
15.43539594005613,52.54047835796684,8.904134332406551
42.54371904171609,83.54045449490961,8.10037850486252
3.688900767253025,78.39468328503503,9.065864017975214
99.55361914958853,57.27784732916863,8.494148306780248
99.01675176096302,54.066504304435114,9.956788040999125
89.84095029379846,51.41542324705448,10.240305128084692
10.795140858021261,21.60513002178404,6.237830066272313
75.29397857620255,84.37721409896149,9.64297992374548
78.74185653998894,13.658889072164742,7.782432812110989
20.975515385369903,91.98160840493662,8.399156638327785
73.28763190098236,20.8341916866317,9.023980922369356
49.57212592006283,37.26619774424688,7.49147451348702
55.58162380961824,29.214111186997265,7.7437176419565565
78.45761582283036,4.909945933966593,9.532585634467171
71.40653416404696,82.21668974479637,9.586084322316873
27.40739861046197,28.865340078560077,7.60993942835612
94.16700108980093,77.70608477732027,8.749615786284675
7.873118016631385,59.32657189701608,8.929337512603452
71.0057081385623,8.273514831869768,8.856715310588346
